Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022-01-02 18:20:00,16,ACC_00198,42,ACC2_00136,117.0,US Dollar,301.69,Euro,Reinvestment,0
2022-01-01 03:25:00,45,ACC_00170,11,ACC2_00047,769.82,Yuan,890.24,US Dollar,ACH,0
2022-01-03 16:47:00,18,ACC_00115,23,ACC2_00041,805.19,US Dollar,978.32,Euro,Cheque,0
2022-01-03 06:08:00,27,ACC_00069,17,ACC2_00198,173.47,US Dollar,2350.45,US Dollar,Cheque,0
2022-01-02 11:31:00,17,ACC_00040,31,ACC2_00013,307.47,Euro,939.22,US Dollar,Reinvestment,0
2022-01-01 20:55:00,24,ACC_00044,30,ACC2_00191,354.74,Yuan,498.31,US Dollar,Wire,0
2022-01-02 14:19:00,19,ACC_00116,23,ACC2_00130,2205.08,US Dollar,25.62,Yuan,ACH,0
2022-01-01 20:26:00,48,ACC_00118,46,ACC2_00110,1154.98,US Dollar,680.8,US Dollar,Credit Card,0
2022-01-03 17:18:00,10,ACC_00077,42,ACC2_00137,965.35,Euro,2285.94,US Dollar,ACH,0
2022-01-02 17:04:00,36,ACC_00098,25,ACC2_00027,2293.84,US Dollar,243.58,Yuan,Reinvestment,0
2022-01-02 15:43:00,44,ACC_00032,34,ACC2_00071,580.05,Euro,254.55,Euro,Credit Card,0
2022-01-01 02:29:00,48,ACC_00083,47,ACC2_00034,55.9,US Dollar,1507.7,Yuan,Reinvestment,0
2022-01-01 14:29:00,10,ACC_00138,16,ACC2_00039,2028.78,US Dollar,209.17,Euro,Reinvestment,1
2022-01-02 08:58:00,11,ACC_00172,43,ACC2_00180,117.99,Yuan,2045.35,US Dollar,Credit Card,0
2022-01-02 16:56:00,27,ACC_00099,37,ACC2_00198,3678.41,Euro,1274.11,US Dollar,Cheque,0
2022-01-03 16:25:00,16,ACC_00105,49,ACC2_00003,1563.54,Euro,1158.97,Euro,Cheque,0
2022-01-02 12:52:00,30,ACC_00028,35,ACC2_00026,2292.87,Euro,253.21,Yuan,ACH,0
2022-01-01 16:46:00,46,ACC_00128,40,ACC2_00152,352.39,US Dollar,560.24,Euro,ACH,0
2022-01-03 02:47:00,46,ACC_00074,33,ACC2_00079,4114.19,US Dollar,2976.02,Yuan,Credit Card,0
2022-01-01 11:45:00,26,ACC_00075,22,ACC2_00103,971.12,Yuan,654.95,Euro,Credit Card,0
2022-01-03 04:23:00,11,ACC_00053,26,ACC2_00018,355.0,Euro,1001.12,US Dollar,Cheque,0
2022-01-03 11:56:00,49,ACC_00041,38,ACC2_00039,178.08,Yuan,2340.8,US Dollar,Reinvestment,0
2022-01-02 09:07:00,33,ACC_00176,37,ACC2_00062,2052.45,US Dollar,266.99,US Dollar,Wire,0
2022-01-01 02:59:00,42,ACC_00101,22,ACC2_00108,126.01,Yuan,889.1,US Dollar,Reinvestment,0
2022-01-01 01:49:00,44,ACC_00118,36,ACC2_00084,2642.32,Euro,1299.58,Euro,Credit Card,0
2022-01-03 03:18:00,17,ACC_00189,22,ACC2_00016,2113.51,US Dollar,795.68,Euro,Credit Card,0
2022-01-01 17:35:00,28,ACC_00004,35,ACC2_00101,529.6,US Dollar,622.21,Euro,ACH,0
2022-01-03 17:52:00,12,ACC_00021,49,ACC2_00109,2521.01,Euro,994.45,Yuan,ACH,0
2022-01-01 05:14:00,41,ACC_00035,49,ACC2_00125,562.45,Euro,2310.44,Yuan,Reinvestment,0
2022-01-02 06:22:00,34,ACC_00087,44,ACC2_00033,1785.35,US Dollar,396.98,Yuan,Cheque,0
2022-01-01 09:27:00,47,ACC_00167,20,ACC2_00017,647.62,Euro,1549.8,Yuan,ACH,0
2022-01-01 14:39:00,39,ACC_00056,29,ACC2_00038,15.9,Euro,114.14,Euro,Wire,0
2022-01-02 13:10:00,30,ACC_00059,33,ACC2_00038,145.65,Yuan,71.94,Yuan,Credit Card,0
2022-01-01 23:31:00,38,ACC_00100,32,ACC2_00117,759.65,Euro,911.93,US Dollar,Credit Card,0
2022-01-03 05:44:00,26,ACC_00156,39,ACC2_00178,112.78,US Dollar,663.69,Euro,Credit Card,0
2022-01-03 17:36:00,46,ACC_00107,42,ACC2_00095,1182.41,Yuan,430.55,US Dollar,Credit Card,0
2022-01-03 06:09:00,43,ACC_00055,16,ACC2_00135,151.78,US Dollar,94.85,Euro,Credit Card,0
2022-01-01 15:29:00,15,ACC_00008,45,ACC2_00009,458.9,Yuan,589.29,US Dollar,ACH,0
2022-01-02 18:58:00,31,ACC_00097,31,ACC2_00002,287.96,US Dollar,456.26,US Dollar,ACH,0
2022-01-03 08:19:00,37,ACC_00152,18,ACC2_00140,89.4,Yuan,562.11,US Dollar,Reinvestment,0
2022-01-02 14:12:00,11,ACC_00190,17,ACC2_00020,3801.72,Yuan,3607.16,Euro,Reinvestment,0
2022-01-02 01:02:00,43,ACC_00157,28,ACC2_00195,5239.89,Yuan,1154.76,Euro,Cheque,0
2022-01-03 15:02:00,16,ACC_00020,26,ACC2_00161,3661.25,Euro,212.09,US Dollar,Reinvestment,0
2022-01-01 10:05:00,45,ACC_00077,14,ACC2_00166,2694.23,Euro,548.72,Euro,Credit Card,0
2022-01-02 09:08:00,28,ACC_00084,24,ACC2_00157,34.41,Yuan,215.34,Yuan,Reinvestment,0
2022-01-01 00:14:00,12,ACC_00104,13,ACC2_00087,1233.48,Euro,55.42,Yuan,Credit Card,0
2022-01-01 21:01:00,16,ACC_00095,32,ACC2_00105,370.04,US Dollar,96.06,US Dollar,Reinvestment,0
2022-01-03 05:58:00,39,ACC_00052,20,ACC2_00113,1932.64,Yuan,786.46,US Dollar,Wire,0
2022-01-03 07:18:00,16,ACC_00093,35,ACC2_00083,237.59,US Dollar,221.47,US Dollar,Wire,0
2022-01-01 00:08:00,20,ACC_00046,34,ACC2_00068,191.29,US Dollar,848.34,Euro,Cheque,0
2022-01-01 14:49:00,10,ACC_00188,43,ACC2_00031,880.64,Yuan,2256.61,Euro,Credit Card,0
2022-01-03 04:28:00,44,ACC_00121,21,ACC2_00127,1284.25,Euro,1768.98,US Dollar,Reinvestment,0
2022-01-03 11:11:00,41,ACC_00022,40,ACC2_00189,2007.21,Yuan,301.95,Yuan,Cheque,0
2022-01-02 00:04:00,22,ACC_00054,44,ACC2_00040,31.82,Euro,756.64,Euro,Wire,0
2022-01-01 06:33:00,46,ACC_00071,25,ACC2_00140,1177.27,Yuan,269.82,Euro,Cheque,0
2022-01-02 02:22:00,41,ACC_00110,20,ACC2_00151,907.45,US Dollar,97.59,Euro,Reinvestment,0
2022-01-02 23:38:00,15,ACC_00119,19,ACC2_00016,190.09,US Dollar,3221.56,Euro,Reinvestment,0
2022-01-01 08:58:00,10,ACC_00168,37,ACC2_00044,942.67,Euro,605.26,Yuan,Cheque,0
2022-01-02 00:47:00,38,ACC_00157,30,ACC2_00077,2532.68,Yuan,699.22,Yuan,ACH,0
2022-01-01 13:27:00,31,ACC_00010,38,ACC2_00060,470.09,Yuan,588.43,Euro,Wire,0
2022-01-03 08:54:00,12,ACC_00103,45,ACC2_00190,888.88,US Dollar,91.85,Yuan,Cheque,0
2022-01-01 13:18:00,49,ACC_00034,17,ACC2_00121,4526.29,Euro,258.07,Yuan,ACH,0
2022-01-03 10:59:00,31,ACC_00006,26,ACC2_00151,68.16,Yuan,1071.64,Yuan,Wire,0
2022-01-02 06:15:00,14,ACC_00175,40,ACC2_00086,1120.13,Euro,385.34,Euro,Wire,0
2022-01-02 14:49:00,30,ACC_00035,17,ACC2_00152,122.86,US Dollar,4234.45,Euro,ACH,0
2022-01-02 20:07:00,37,ACC_00057,27,ACC2_00065,1468.01,Yuan,2822.3,Euro,ACH,0
2022-01-01 23:44:00,37,ACC_00144,41,ACC2_00079,2132.63,Euro,334.87,US Dollar,Cheque,0
2022-01-02 15:19:00,24,ACC_00107,14,ACC2_00167,693.99,US Dollar,1150.69,Yuan,Reinvestment,1
2022-01-03 07:21:00,46,ACC_00097,38,ACC2_00015,2211.85,Yuan,1987.83,Yuan,ACH,0
2022-01-01 13:07:00,22,ACC_00166,37,ACC2_00126,235.5,Euro,1055.87,Euro,Reinvestment,0
2022-01-02 09:12:00,41,ACC_00137,19,ACC2_00161,2621.86,Euro,52.73,Yuan,Wire,0
2022-01-01 18:36:00,32,ACC_00127,24,ACC2_00097,1283.63,Euro,480.52,US Dollar,Cheque,0
2022-01-01 22:00:00,48,ACC_00195,32,ACC2_00148,161.17,Yuan,248.78,Euro,Cheque,0
2022-01-03 12:56:00,48,ACC_00092,37,ACC2_00115,400.88,Yuan,1356.88,Yuan,Cheque,0
2022-01-02 01:52:00,16,ACC_00042,33,ACC2_00140,861.35,Euro,3311.82,US Dollar,Reinvestment,0
2022-01-01 00:32:00,16,ACC_00028,17,ACC2_00054,1360.98,Yuan,213.86,Yuan,Credit Card,0
2022-01-01 07:43:00,34,ACC_00110,46,ACC2_00155,282.49,Yuan,2871.39,Yuan,ACH,1
2022-01-02 17:55:00,23,ACC_00071,11,ACC2_00034,194.51,US Dollar,726.32,Yuan,Cheque,0
2022-01-02 14:15:00,45,ACC_00098,31,ACC2_00068,8.92,Yuan,905.11,Euro,Wire,0
2022-01-01 02:46:00,33,ACC_00130,23,ACC2_00087,4859.88,Yuan,389.84,US Dollar,Credit Card,0
2022-01-02 23:42:00,26,ACC_00122,29,ACC2_00170,519.02,Euro,576.43,Yuan,ACH,0
2022-01-01 06:54:00,45,ACC_00020,12,ACC2_00182,1159.16,US Dollar,927.76,Yuan,Cheque,0
2022-01-01 00:33:00,30,ACC_00011,43,ACC2_00158,414.11,Euro,891.63,Euro,Wire,0
2022-01-01 03:04:00,41,ACC_00058,12,ACC2_00157,190.21,US Dollar,3256.34,Yuan,Credit Card,0
2022-01-03 02:22:00,12,ACC_00003,15,ACC2_00038,1209.2,US Dollar,359.78,US Dollar,Cheque,0
2022-01-03 06:00:00,22,ACC_00109,30,ACC2_00085,2322.81,Euro,372.16,US Dollar,Cheque,0
2022-01-03 07:01:00,34,ACC_00021,31,ACC2_00071,140.45,Yuan,2352.79,Yuan,ACH,0
2022-01-02 08:32:00,19,ACC_00072,34,ACC2_00112,345.38,Euro,81.09,Euro,Cheque,0
2022-01-03 14:29:00,17,ACC_00123,11,ACC2_00179,1110.89,Euro,799.36,Yuan,Wire,0
2022-01-02 03:01:00,20,ACC_00078,45,ACC2_00167,501.28,Yuan,1637.76,US Dollar,Wire,0
2022-01-01 20:42:00,17,ACC_00032,34,ACC2_00134,19.63,US Dollar,721.35,Yuan,Wire,0
2022-01-03 11:09:00,43,ACC_00092,13,ACC2_00003,32.32,US Dollar,581.56,US Dollar,Wire,0
2022-01-01 12:01:00,17,ACC_00115,34,ACC2_00159,297.07,US Dollar,5238.19,Yuan,Wire,0
2022-01-01 19:34:00,21,ACC_00008,47,ACC2_00141,137.03,US Dollar,401.84,Euro,Wire,0
2022-01-01 11:10:00,43,ACC_00189,14,ACC2_00096,497.51,Euro,97.94,Euro,ACH,0
2022-01-03 07:31:00,31,ACC_00180,32,ACC2_00163,1336.08,Euro,1608.78,Yuan,Cheque,0
2022-01-02 05:06:00,21,ACC_00166,17,ACC2_00089,564.63,Euro,572.42,Yuan,Wire,0
2022-01-02 16:24:00,47,ACC_00049,41,ACC2_00079,1050.75,US Dollar,926.16,Euro,Wire,0
2022-01-02 01:56:00,12,ACC_00098,29,ACC2_00024,1229.16,Euro,4103.98,Euro,Credit Card,0
2022-01-02 23:46:00,36,ACC_00190,46,ACC2_00064,189.14,US Dollar,912.58,US Dollar,Reinvestment,0
2022-01-03 10:56:00,11,ACC_00078,18,ACC2_00162,8.95,US Dollar,792.59,US Dollar,Reinvestment,0
2022-01-02 19:04:00,31,ACC_00058,13,ACC2_00126,1656.73,Yuan,185.21,Euro,Wire,0
2022-01-02 05:04:00,29,ACC_00135,16,ACC2_00145,379.17,Yuan,3821.18,US Dollar,ACH,0
2022-01-03 16:27:00,45,ACC_00046,22,ACC2_00085,1814.74,Yuan,321.43,Euro,ACH,0
2022-01-01 11:58:00,40,ACC_00107,20,ACC2_00156,476.77,US Dollar,437.71,Euro,Reinvestment,0
2022-01-01 22:50:00,44,ACC_00066,24,ACC2_00093,2378.02,Yuan,86.37,Yuan,ACH,0
2022-01-03 01:39:00,41,ACC_00088,18,ACC2_00041,2428.11,US Dollar,1216.66,Euro,Credit Card,0
2022-01-03 17:30:00,27,ACC_00083,40,ACC2_00028,782.63,Euro,694.5,US Dollar,Wire,0
2022-01-02 09:40:00,32,ACC_00075,13,ACC2_00172,2073.83,Yuan,1536.5,Yuan,Reinvestment,0
2022-01-02 19:30:00,34,ACC_00192,42,ACC2_00185,74.1,Euro,649.86,Yuan,Reinvestment,0
2022-01-02 03:06:00,18,ACC_00195,39,ACC2_00147,27.55,Yuan,630.0,US Dollar,Wire,0
2022-01-02 16:25:00,13,ACC_00052,17,ACC2_00098,236.33,Euro,1183.12,Euro,ACH,1
2022-01-03 02:53:00,43,ACC_00178,42,ACC2_00004,613.24,Euro,6.04,US Dollar,Reinvestment,0
2022-01-03 02:07:00,40,ACC_00140,36,ACC2_00135,475.39,Euro,94.88,Yuan,Credit Card,0
2022-01-01 09:59:00,45,ACC_00095,13,ACC2_00081,341.48,Yuan,2208.17,Euro,Reinvestment,0
2022-01-02 05:07:00,10,ACC_00165,15,ACC2_00146,2038.68,Euro,769.21,US Dollar,Credit Card,0
2022-01-02 15:11:00,22,ACC_00051,25,ACC2_00169,712.36,Euro,2506.56,US Dollar,ACH,0
2022-01-01 23:49:00,36,ACC_00104,41,ACC2_00127,456.82,US Dollar,1121.5,Yuan,ACH,0
2022-01-01 18:34:00,16,ACC_00094,11,ACC2_00165,1029.69,Euro,248.43,Euro,ACH,0
2022-01-01 10:42:00,26,ACC_00132,46,ACC2_00001,1334.55,Yuan,2839.35,Yuan,Wire,0
2022-01-01 06:42:00,25,ACC_00142,45,ACC2_00199,107.46,Euro,406.58,Euro,Reinvestment,0
2022-01-01 08:10:00,22,ACC_00084,21,ACC2_00090,4293.0,US Dollar,630.61,Euro,Wire,0
2022-01-02 17:39:00,45,ACC_00054,49,ACC2_00003,21.13,Yuan,1088.62,Euro,Reinvestment,0
2022-01-01 16:43:00,20,ACC_00141,12,ACC2_00027,516.22,Yuan,410.95,Yuan,Wire,0
2022-01-02 11:14:00,27,ACC_00099,44,ACC2_00150,151.87,Euro,327.03,US Dollar,Reinvestment,0
2022-01-03 10:04:00,22,ACC_00198,43,ACC2_00125,650.21,Euro,1081.26,Euro,Cheque,1
2022-01-02 07:18:00,14,ACC_00068,40,ACC2_00093,447.2,Yuan,180.61,Yuan,Credit Card,0
2022-01-02 17:13:00,14,ACC_00142,36,ACC2_00012,104.9,Euro,512.61,US Dollar,Cheque,0
2022-01-01 04:30:00,26,ACC_00125,37,ACC2_00002,43.41,Yuan,466.45,Euro,Wire,0
2022-01-02 15:01:00,16,ACC_00085,25,ACC2_00006,145.56,US Dollar,1384.28,Euro,Cheque,0
2022-01-03 02:58:00,48,ACC_00040,15,ACC2_00104,207.07,Yuan,446.1,Yuan,ACH,0
2022-01-03 05:18:00,47,ACC_00185,14,ACC2_00165,1104.39,Yuan,995.35,Euro,ACH,0
2022-01-01 17:24:00,29,ACC_00098,42,ACC2_00008,540.77,US Dollar,770.19,Euro,Wire,0
2022-01-03 10:17:00,27,ACC_00195,25,ACC2_00086,583.03,US Dollar,3543.01,Euro,ACH,0
2022-01-02 22:33:00,23,ACC_00012,35,ACC2_00128,43.89,US Dollar,34.69,Yuan,Cheque,0
2022-01-02 15:52:00,11,ACC_00034,18,ACC2_00051,487.98,Euro,766.68,US Dollar,ACH,0
2022-01-03 09:50:00,27,ACC_00140,13,ACC2_00051,1909.46,Euro,239.48,US Dollar,Credit Card,0
2022-01-03 15:57:00,15,ACC_00074,42,ACC2_00198,153.02,Yuan,1246.36,US Dollar,Credit Card,0
2022-01-02 15:18:00,40,ACC_00009,17,ACC2_00109,402.41,US Dollar,517.32,Euro,Credit Card,0
2022-01-02 14:54:00,21,ACC_00113,28,ACC2_00036,3892.9,Yuan,544.61,Euro,ACH,0
2022-01-01 00:17:00,33,ACC_00134,25,ACC2_00107,1246.68,US Dollar,394.75,Euro,ACH,0
2022-01-03 12:54:00,23,ACC_00069,19,ACC2_00052,378.64,Euro,949.14,Euro,Reinvestment,0
2022-01-01 20:10:00,29,ACC_00063,18,ACC2_00178,58.03,US Dollar,708.34,US Dollar,Reinvestment,0
2022-01-02 11:17:00,11,ACC_00164,12,ACC2_00015,2069.17,Euro,3.61,Euro,Credit Card,0
2022-01-01 03:49:00,11,ACC_00115,12,ACC2_00150,320.83,US Dollar,468.57,Yuan,Wire,0
2022-01-01 18:37:00,30,ACC_00169,12,ACC2_00136,544.13,US Dollar,3609.51,Yuan,Reinvestment,0
2022-01-01 21:32:00,32,ACC_00129,38,ACC2_00148,469.73,US Dollar,2693.44,US Dollar,Wire,0
2022-01-01 08:15:00,21,ACC_00072,20,ACC2_00116,1139.39,Yuan,724.68,Euro,Wire,0
2022-01-03 11:04:00,22,ACC_00002,12,ACC2_00176,995.02,Euro,503.8,US Dollar,Credit Card,0
2022-01-01 07:41:00,38,ACC_00095,24,ACC2_00096,964.11,Euro,3247.39,Euro,Cheque,0
2022-01-03 00:23:00,21,ACC_00112,17,ACC2_00098,522.84,Yuan,60.26,Yuan,ACH,0
2022-01-02 02:03:00,26,ACC_00113,14,ACC2_00068,313.0,Euro,3693.47,Euro,Credit Card,0
2022-01-02 18:33:00,28,ACC_00097,31,ACC2_00071,1838.38,Yuan,820.85,US Dollar,ACH,0
2022-01-01 05:18:00,36,ACC_00158,29,ACC2_00170,1639.65,Yuan,1263.37,Euro,Cheque,0
2022-01-02 16:53:00,45,ACC_00185,10,ACC2_00069,706.22,Yuan,1035.59,US Dollar,Reinvestment,0
2022-01-03 06:25:00,14,ACC_00113,25,ACC2_00166,2887.22,Euro,855.87,US Dollar,Reinvestment,0
2022-01-02 16:52:00,28,ACC_00063,49,ACC2_00065,450.89,Euro,968.38,Yuan,Credit Card,0
2022-01-02 00:51:00,21,ACC_00020,22,ACC2_00028,4589.43,US Dollar,479.08,Euro,Cheque,0
2022-01-03 11:32:00,10,ACC_00040,10,ACC2_00187,185.17,Yuan,441.19,US Dollar,ACH,0
2022-01-01 21:29:00,46,ACC_00159,49,ACC2_00183,1386.26,Euro,196.96,Yuan,Credit Card,0
2022-01-03 07:22:00,22,ACC_00193,15,ACC2_00148,352.24,US Dollar,32.07,Euro,Cheque,0
2022-01-03 10:38:00,10,ACC_00137,20,ACC2_00001,783.05,Euro,337.04,Euro,ACH,0
2022-01-03 08:33:00,34,ACC_00032,36,ACC2_00051,501.77,US Dollar,58.17,Euro,ACH,0
2022-01-02 13:13:00,18,ACC_00109,43,ACC2_00149,1069.46,Euro,524.9,US Dollar,Cheque,0
2022-01-01 10:57:00,18,ACC_00058,43,ACC2_00025,1625.03,Euro,1526.64,US Dollar,ACH,0
2022-01-01 17:36:00,41,ACC_00093,22,ACC2_00062,1116.92,Euro,158.85,Yuan,Reinvestment,0
2022-01-02 11:19:00,42,ACC_00141,46,ACC2_00024,1120.07,Euro,1201.56,Yuan,Credit Card,0
2022-01-03 05:14:00,49,ACC_00183,11,ACC2_00007,850.71,Yuan,1781.14,US Dollar,ACH,0
2022-01-03 16:54:00,49,ACC_00103,35,ACC2_00148,124.32,Euro,553.11,Yuan,ACH,0
2022-01-02 03:42:00,46,ACC_00001,38,ACC2_00083,887.49,Euro,1322.92,Yuan,Wire,0
2022-01-01 22:10:00,46,ACC_00060,26,ACC2_00045,1165.11,Euro,2592.33,Euro,Cheque,1
2022-01-01 19:38:00,36,ACC_00028,38,ACC2_00154,468.01,Yuan,1502.26,US Dollar,Cheque,0
2022-01-03 14:00:00,43,ACC_00195,30,ACC2_00078,2350.08,Yuan,1386.43,Euro,Wire,1
2022-01-02 11:57:00,43,ACC_00084,21,ACC2_00090,236.45,US Dollar,1942.77,US Dollar,Cheque,0
2022-01-01 04:58:00,33,ACC_00020,28,ACC2_00048,862.63,Euro,4562.43,US Dollar,ACH,1
2022-01-01 01:33:00,37,ACC_00026,43,ACC2_00129,2559.75,Euro,599.09,US Dollar,Wire,0
2022-01-02 16:04:00,20,ACC_00039,16,ACC2_00157,872.75,Yuan,3325.02,US Dollar,Cheque,0
2022-01-03 11:08:00,36,ACC_00052,47,ACC2_00126,189.18,Euro,344.95,Euro,Credit Card,0
2022-01-02 02:15:00,17,ACC_00103,27,ACC2_00084,1940.03,Yuan,4465.68,Euro,Credit Card,0
2022-01-03 14:25:00,32,ACC_00026,37,ACC2_00150,873.76,Euro,426.05,Yuan,Wire,0
2022-01-03 00:06:00,46,ACC_00098,35,ACC2_00106,10.56,Euro,399.95,Euro,Wire,1
2022-01-02 05:53:00,31,ACC_00199,15,ACC2_00124,844.21,US Dollar,1424.3,Yuan,Wire,0
2022-01-01 00:23:00,21,ACC_00158,29,ACC2_00137,223.23,US Dollar,1112.71,Yuan,Credit Card,0
2022-01-03 07:50:00,30,ACC_00059,10,ACC2_00051,235.19,Yuan,784.86,Yuan,Reinvestment,1
2022-01-03 12:23:00,33,ACC_00049,43,ACC2_00030,1356.27,Yuan,1586.59,US Dollar,Credit Card,0
2022-01-02 04:51:00,40,ACC_00076,18,ACC2_00077,484.68,Euro,2999.1,Yuan,Cheque,0
2022-01-01 18:04:00,37,ACC_00198,10,ACC2_00066,672.65,US Dollar,914.29,Euro,Wire,1
2022-01-03 18:31:00,48,ACC_00099,32,ACC2_00116,970.08,US Dollar,1179.49,US Dollar,Credit Card,0
2022-01-02 20:25:00,22,ACC_00183,27,ACC2_00167,2505.54,Yuan,3202.39,Yuan,Reinvestment,0
2022-01-02 15:38:00,14,ACC_00125,48,ACC2_00003,1242.9,US Dollar,1527.5,US Dollar,Cheque,0
2022-01-01 21:12:00,17,ACC_00083,40,ACC2_00062,231.1,Euro,103.25,Yuan,Cheque,0
2022-01-01 05:05:00,32,ACC_00195,43,ACC2_00069,1412.41,US Dollar,519.99,Yuan,Wire,0
2022-01-03 00:22:00,17,ACC_00010,15,ACC2_00167,1139.63,US Dollar,1160.78,US Dollar,Reinvestment,0
2022-01-02 22:01:00,44,ACC_00154,19,ACC2_00132,444.14,Euro,406.13,Euro,ACH,0
2022-01-01 09:58:00,37,ACC_00014,47,ACC2_00118,1161.41,Euro,1177.43,US Dollar,Cheque,0
2022-01-03 16:39:00,36,ACC_00016,30,ACC2_00189,1766.86,Euro,591.19,Yuan,Credit Card,0
2022-01-01 14:31:00,18,ACC_00180,12,ACC2_00149,1181.8,US Dollar,125.79,Euro,Reinvestment,0
2022-01-02 18:25:00,30,ACC_00023,27,ACC2_00120,400.99,Euro,3142.52,Yuan,Reinvestment,0
2022-01-02 11:21:00,40,ACC_00037,38,ACC2_00030,49.55,Yuan,4193.34,US Dollar,Cheque,0
2022-01-01 22:40:00,32,ACC_00168,15,ACC2_00106,1309.0,US Dollar,1367.09,Euro,Wire,0
2022-01-02 08:16:00,35,ACC_00098,47,ACC2_00108,473.27,Yuan,65.18,US Dollar,Reinvestment,0
2022-01-02 21:58:00,23,ACC_00195,25,ACC2_00078,255.27,Euro,1189.49,Euro,ACH,0
2022-01-03 12:44:00,21,ACC_00054,28,ACC2_00038,907.92,Euro,625.49,Euro,Wire,0
2022-01-02 01:39:00,33,ACC_00151,37,ACC2_00161,192.18,Euro,1177.34,Yuan,Cheque,0
2022-01-02 12:50:00,30,ACC_00115,13,ACC2_00102,240.14,Euro,1225.47,US Dollar,Credit Card,0
2022-01-01 17:32:00,22,ACC_00184,22,ACC2_00193,347.91,US Dollar,1613.88,Euro,Credit Card,0
2022-01-02 02:06:00,18,ACC_00099,25,ACC2_00028,2890.26,US Dollar,395.6,Yuan,Reinvestment,1
2022-01-03 06:06:00,23,ACC_00034,40,ACC2_00057,2060.52,US Dollar,685.92,Euro,Credit Card,0
2022-01-02 08:06:00,29,ACC_00033,43,ACC2_00178,322.89,Yuan,932.98,Euro,Reinvestment,0
2022-01-02 09:43:00,26,ACC_00168,30,ACC2_00120,4727.52,Euro,1982.98,Yuan,Credit Card,0
2022-01-01 06:48:00,42,ACC_00119,29,ACC2_00110,139.64,Euro,1795.81,Yuan,ACH,0
2022-01-01 01:39:00,42,ACC_00073,14,ACC2_00097,1010.26,US Dollar,3160.71,US Dollar,Credit Card,0
2022-01-01 20:11:00,28,ACC_00164,31,ACC2_00101,744.57,Euro,418.77,Euro,Reinvestment,0
2022-01-01 23:52:00,14,ACC_00144,46,ACC2_00198,755.43,Euro,537.17,Yuan,ACH,0
2022-01-01 05:15:00,31,ACC_00187,42,ACC2_00002,883.42,Euro,2370.12,US Dollar,Wire,0
