Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022-01-03 01:58:00,10,ACC_00068,47,ACC2_00017,1169.71,Yuan,2053.75,US Dollar,Credit Card,0
2022-01-01 02:56:00,32,ACC_00164,24,ACC2_00070,1380.65,Yuan,231.93,Yuan,Credit Card,0
2022-01-03 16:24:00,13,ACC_00116,22,ACC2_00085,641.61,US Dollar,252.67,Yuan,Cheque,0
2022-01-03 10:02:00,26,ACC_00119,13,ACC2_00118,822.02,Euro,1221.92,US Dollar,ACH,0
2022-01-02 08:04:00,16,ACC_00188,45,ACC2_00181,228.0,US Dollar,3298.57,Euro,Credit Card,0
2022-01-01 06:11:00,35,ACC_00014,18,ACC2_00184,321.54,Yuan,707.33,US Dollar,Reinvestment,0
2022-01-03 02:13:00,43,ACC_00057,15,ACC2_00083,12.63,Yuan,873.99,Yuan,Cheque,0
2022-01-01 10:26:00,27,ACC_00187,24,ACC2_00187,264.21,Yuan,1131.1,Yuan,Wire,1
2022-01-01 23:41:00,28,ACC_00151,22,ACC2_00071,133.88,Yuan,1601.45,Yuan,ACH,0
2022-01-02 18:59:00,11,ACC_00169,22,ACC2_00058,1287.97,Yuan,604.53,Yuan,Wire,0
2022-01-02 19:02:00,25,ACC_00071,28,ACC2_00173,196.25,US Dollar,2245.2,Yuan,Wire,0
2022-01-01 01:33:00,37,ACC_00026,43,ACC2_00129,2559.75,Euro,599.09,US Dollar,Wire,0
2022-01-03 12:24:00,13,ACC_00052,34,ACC2_00039,689.4,Euro,436.34,Yuan,Cheque,0
2022-01-03 06:01:00,32,ACC_00044,35,ACC2_00053,3038.17,Euro,210.84,Euro,Credit Card,0
2022-01-01 19:36:00,31,ACC_00090,20,ACC2_00050,2186.66,Euro,1229.82,US Dollar,Reinvestment,0
2022-01-01 01:44:00,49,ACC_00086,32,ACC2_00051,1934.55,Euro,187.21,Yuan,Wire,0
2022-01-01 11:18:00,32,ACC_00096,24,ACC2_00008,1732.15,Euro,110.92,Yuan,ACH,0
2022-01-02 09:29:00,36,ACC_00028,29,ACC2_00108,132.6,Euro,1111.68,Yuan,Wire,0
2022-01-01 11:54:00,22,ACC_00155,17,ACC2_00170,185.09,Yuan,8959.1,Yuan,Cheque,0
2022-01-01 22:44:00,44,ACC_00010,41,ACC2_00067,63.79,US Dollar,158.83,Yuan,Credit Card,0
2022-01-02 12:42:00,24,ACC_00153,43,ACC2_00193,681.76,Yuan,1334.68,US Dollar,Wire,0
2022-01-02 08:01:00,48,ACC_00076,36,ACC2_00198,229.39,Euro,442.15,US Dollar,Wire,0
2022-01-01 11:45:00,26,ACC_00075,22,ACC2_00103,971.12,Yuan,654.95,Euro,Credit Card,0
2022-01-02 16:37:00,33,ACC_00179,49,ACC2_00060,1055.16,Euro,496.3,Yuan,ACH,0
2022-01-01 02:42:00,33,ACC_00107,35,ACC2_00102,80.16,US Dollar,12.24,Yuan,Cheque,0
2022-01-02 17:55:00,23,ACC_00071,11,ACC2_00034,194.51,US Dollar,726.32,Yuan,Cheque,0
2022-01-01 22:53:00,34,ACC_00124,14,ACC2_00016,351.11,US Dollar,3814.8,US Dollar,Cheque,0
2022-01-01 23:19:00,14,ACC_00128,39,ACC2_00032,2296.87,Euro,563.86,US Dollar,ACH,0
2022-01-03 04:31:00,35,ACC_00093,19,ACC2_00032,726.73,Yuan,815.31,US Dollar,Reinvestment,0
2022-01-01 03:04:00,41,ACC_00058,12,ACC2_00157,190.21,US Dollar,3256.34,Yuan,Credit Card,0
2022-01-02 17:43:00,33,ACC_00065,11,ACC2_00137,3959.0,Euro,399.14,Euro,ACH,0
2022-01-01 13:59:00,35,ACC_00084,17,ACC2_00065,1050.7,Yuan,834.27,Yuan,ACH,0
2022-01-02 08:36:00,45,ACC_00085,28,ACC2_00085,1323.77,Euro,300.94,US Dollar,Cheque,0
2022-01-03 08:45:00,20,ACC_00177,31,ACC2_00078,343.77,Euro,78.38,US Dollar,Wire,0
2022-01-01 18:14:00,46,ACC_00076,15,ACC2_00168,630.64,Yuan,1622.15,Euro,Credit Card,0
2022-01-02 05:05:00,17,ACC_00171,35,ACC2_00133,4720.06,US Dollar,1731.32,Yuan,ACH,0
2022-01-02 09:19:00,12,ACC_00112,44,ACC2_00101,1099.12,Yuan,111.45,Euro,Wire,0
2022-01-02 21:14:00,20,ACC_00131,34,ACC2_00086,528.84,US Dollar,1334.69,US Dollar,Credit Card,0
2022-01-01 08:20:00,40,ACC_00139,24,ACC2_00120,2347.34,US Dollar,300.25,Yuan,Credit Card,0
2022-01-01 10:10:00,29,ACC_00120,20,ACC2_00043,1398.08,US Dollar,57.77,Euro,Wire,0
2022-01-03 07:18:00,16,ACC_00093,35,ACC2_00083,237.59,US Dollar,221.47,US Dollar,Wire,0
2022-01-01 13:09:00,34,ACC_00137,44,ACC2_00013,1210.51,Yuan,151.13,Euro,ACH,0
2022-01-01 15:42:00,42,ACC_00163,20,ACC2_00076,544.29,Yuan,3533.52,US Dollar,Reinvestment,0
2022-01-01 20:51:00,34,ACC_00165,44,ACC2_00038,1100.7,Yuan,309.37,Euro,Credit Card,1
2022-01-03 14:03:00,38,ACC_00130,42,ACC2_00035,550.0,US Dollar,1641.71,US Dollar,Reinvestment,0
2022-01-01 04:39:00,36,ACC_00178,48,ACC2_00112,1317.14,Yuan,303.69,Yuan,Cheque,0
2022-01-02 04:59:00,19,ACC_00117,39,ACC2_00122,573.18,Euro,1671.87,US Dollar,Wire,0
2022-01-03 06:44:00,32,ACC_00161,44,ACC2_00097,606.07,US Dollar,91.4,US Dollar,Reinvestment,0
2022-01-02 17:08:00,20,ACC_00112,22,ACC2_00064,1051.41,Euro,2119.82,Yuan,Credit Card,0
2022-01-02 19:43:00,19,ACC_00036,44,ACC2_00015,1410.66,US Dollar,55.48,Yuan,ACH,0
2022-01-02 04:26:00,23,ACC_00127,38,ACC2_00107,998.46,Yuan,91.72,US Dollar,ACH,1
2022-01-03 11:06:00,45,ACC_00180,37,ACC2_00178,53.72,Euro,346.37,Yuan,Wire,0
2022-01-02 02:48:00,39,ACC_00182,47,ACC2_00105,1304.57,Euro,985.9,Yuan,ACH,0
2022-01-03 01:09:00,11,ACC_00048,25,ACC2_00037,529.23,Euro,1486.77,Yuan,Credit Card,0
2022-01-02 19:06:00,33,ACC_00031,36,ACC2_00077,380.89,Yuan,1167.62,US Dollar,Cheque,0
2022-01-03 05:53:00,23,ACC_00045,14,ACC2_00047,563.48,Yuan,2120.79,Euro,Wire,0
2022-01-01 03:58:00,25,ACC_00195,32,ACC2_00042,39.06,US Dollar,461.41,US Dollar,ACH,0
2022-01-01 08:18:00,37,ACC_00151,30,ACC2_00003,112.62,US Dollar,1979.85,Yuan,ACH,0
2022-01-02 04:09:00,43,ACC_00048,22,ACC2_00136,380.54,US Dollar,1377.02,US Dollar,Wire,0
2022-01-01 09:11:00,35,ACC_00106,47,ACC2_00048,256.58,US Dollar,1416.1,US Dollar,Reinvestment,0
2022-01-03 12:44:00,21,ACC_00054,28,ACC2_00038,907.92,Euro,625.49,Euro,Wire,0
2022-01-02 16:23:00,19,ACC_00068,22,ACC2_00003,24.33,US Dollar,2155.06,US Dollar,Credit Card,0
2022-01-03 05:05:00,12,ACC_00049,29,ACC2_00069,497.81,US Dollar,833.08,Euro,Cheque,0
2022-01-01 20:29:00,46,ACC_00180,31,ACC2_00088,844.27,Yuan,585.65,Yuan,Reinvestment,0
2022-01-02 06:59:00,35,ACC_00025,16,ACC2_00100,1055.79,US Dollar,155.07,Euro,ACH,0
2022-01-01 08:17:00,16,ACC_00056,34,ACC2_00187,88.8,US Dollar,507.19,Yuan,Credit Card,0
2022-01-02 11:14:00,27,ACC_00099,44,ACC2_00150,151.87,Euro,327.03,US Dollar,Reinvestment,0
2022-01-02 19:35:00,15,ACC_00062,42,ACC2_00018,602.92,Euro,455.23,Yuan,ACH,0
2022-01-01 04:41:00,43,ACC_00134,30,ACC2_00090,1078.06,Yuan,857.81,US Dollar,Credit Card,0
2022-01-02 02:54:00,11,ACC_00026,49,ACC2_00162,158.76,US Dollar,2274.6,Euro,ACH,0
2022-01-02 01:14:00,41,ACC_00108,23,ACC2_00186,1669.63,Yuan,627.84,Euro,ACH,1
2022-01-02 14:10:00,34,ACC_00079,20,ACC2_00169,304.5,Euro,1537.1,Yuan,ACH,0
2022-01-02 02:33:00,41,ACC_00089,46,ACC2_00166,434.08,Euro,715.25,US Dollar,Wire,0
2022-01-01 03:12:00,14,ACC_00009,14,ACC2_00034,3512.84,Yuan,180.5,US Dollar,Wire,1
2022-01-01 18:54:00,46,ACC_00076,43,ACC2_00170,3773.95,Yuan,894.21,US Dollar,ACH,0
2022-01-02 02:56:00,48,ACC_00054,13,ACC2_00127,2423.93,Euro,778.86,US Dollar,Cheque,0
2022-01-03 07:11:00,46,ACC_00005,18,ACC2_00102,1399.19,US Dollar,454.63,Euro,Cheque,0
2022-01-01 16:37:00,40,ACC_00107,42,ACC2_00041,1222.17,US Dollar,3881.29,Euro,Reinvestment,0
2022-01-03 10:10:00,13,ACC_00044,47,ACC2_00008,45.42,US Dollar,1054.39,Yuan,Credit Card,0
2022-01-02 04:08:00,24,ACC_00039,24,ACC2_00154,84.49,Yuan,4043.78,Euro,Cheque,0
2022-01-03 10:26:00,43,ACC_00145,23,ACC2_00129,308.33,Yuan,1490.42,Yuan,Wire,0
2022-01-01 09:32:00,30,ACC_00040,27,ACC2_00037,1112.04,Yuan,903.45,US Dollar,Credit Card,0
2022-01-01 22:25:00,22,ACC_00118,46,ACC2_00152,1109.88,Yuan,214.48,Euro,Wire,0
2022-01-03 01:08:00,36,ACC_00096,22,ACC2_00003,759.32,Euro,500.07,Euro,Credit Card,0
2022-01-01 16:50:00,32,ACC_00068,45,ACC2_00066,74.08,Euro,548.13,Yuan,Credit Card,0
2022-01-03 07:19:00,22,ACC_00019,23,ACC2_00194,658.2,US Dollar,151.54,Euro,ACH,0
2022-01-01 10:17:00,27,ACC_00166,43,ACC2_00188,406.76,Yuan,89.34,Yuan,ACH,0
2022-01-02 07:25:00,15,ACC_00176,33,ACC2_00120,518.39,Euro,1590.37,US Dollar,ACH,0
2022-01-03 06:36:00,27,ACC_00052,16,ACC2_00121,485.66,Euro,802.66,Euro,ACH,0
2022-01-03 11:23:00,35,ACC_00013,39,ACC2_00029,470.94,Euro,497.62,Euro,Cheque,0
2022-01-01 11:40:00,26,ACC_00137,25,ACC2_00101,2715.35,Euro,120.77,Yuan,Cheque,1
2022-01-02 02:24:00,34,ACC_00171,16,ACC2_00041,291.69,Euro,322.06,US Dollar,Wire,0
2022-01-02 15:34:00,17,ACC_00097,14,ACC2_00072,150.17,Euro,13.11,Yuan,Cheque,1
2022-01-02 23:57:00,47,ACC_00121,27,ACC2_00150,416.02,Yuan,19.72,Euro,ACH,0
2022-01-02 22:16:00,28,ACC_00156,25,ACC2_00193,150.2,US Dollar,348.18,US Dollar,Cheque,0
2022-01-01 02:12:00,24,ACC_00185,22,ACC2_00010,1807.79,Yuan,1510.04,US Dollar,Reinvestment,0
2022-01-02 06:44:00,34,ACC_00050,16,ACC2_00056,592.51,Euro,1235.73,Euro,Cheque,0
2022-01-02 22:34:00,20,ACC_00040,28,ACC2_00152,558.59,Yuan,1438.46,Yuan,Wire,0
2022-01-02 21:49:00,24,ACC_00154,32,ACC2_00162,341.07,Yuan,202.32,US Dollar,Cheque,0
2022-01-03 06:12:00,24,ACC_00041,25,ACC2_00063,688.45,Euro,2125.47,Euro,Credit Card,0
2022-01-01 06:07:00,28,ACC_00113,42,ACC2_00159,33.82,Yuan,2130.42,Euro,Reinvestment,0
2022-01-03 13:03:00,40,ACC_00094,22,ACC2_00151,430.54,Euro,940.24,Euro,Cheque,0
2022-01-02 00:37:00,26,ACC_00089,29,ACC2_00061,1901.25,Euro,559.05,Yuan,Reinvestment,0
2022-01-01 04:23:00,42,ACC_00028,11,ACC2_00044,722.21,Euro,1638.54,Yuan,Wire,0
2022-01-03 13:01:00,17,ACC_00189,32,ACC2_00043,2033.89,US Dollar,118.92,US Dollar,Cheque,0
2022-01-01 20:11:00,28,ACC_00164,31,ACC2_00101,744.57,Euro,418.77,Euro,Reinvestment,0
2022-01-01 07:58:00,41,ACC_00178,11,ACC2_00021,560.54,US Dollar,3381.75,US Dollar,Reinvestment,0
2022-01-02 20:32:00,14,ACC_00042,12,ACC2_00188,40.65,Euro,1078.06,Euro,Credit Card,0
2022-01-02 19:22:00,31,ACC_00126,37,ACC2_00019,205.74,Yuan,744.87,Euro,Wire,0
2022-01-03 12:23:00,33,ACC_00049,43,ACC2_00030,1356.27,Yuan,1586.59,US Dollar,Credit Card,0
2022-01-03 09:08:00,14,ACC_00054,36,ACC2_00113,1055.42,Euro,1764.12,Euro,Wire,0
2022-01-03 05:15:00,26,ACC_00177,48,ACC2_00072,877.92,Yuan,1820.73,Euro,Reinvestment,0
2022-01-03 05:44:00,26,ACC_00156,39,ACC2_00178,112.78,US Dollar,663.69,Euro,Credit Card,0
2022-01-01 15:48:00,11,ACC_00054,48,ACC2_00146,820.43,US Dollar,341.74,US Dollar,Wire,0
2022-01-02 03:45:00,37,ACC_00189,28,ACC2_00102,1792.2,Euro,5215.0,Euro,Wire,0
2022-01-02 11:32:00,30,ACC_00064,12,ACC2_00090,250.92,Yuan,246.5,US Dollar,Credit Card,0
2022-01-03 13:58:00,42,ACC_00043,26,ACC2_00003,3498.59,Yuan,1314.12,Euro,Reinvestment,0
2022-01-01 00:56:00,38,ACC_00178,32,ACC2_00017,88.44,US Dollar,1778.17,US Dollar,Cheque,0
2022-01-02 17:27:00,30,ACC_00052,23,ACC2_00021,75.32,Euro,740.33,Yuan,ACH,1
2022-01-01 22:20:00,46,ACC_00188,26,ACC2_00005,167.06,Euro,331.14,Yuan,Wire,0
2022-01-01 22:31:00,29,ACC_00107,18,ACC2_00141,124.74,Euro,1407.19,Euro,Reinvestment,0
2022-01-01 22:56:00,23,ACC_00155,20,ACC2_00116,1583.43,Yuan,1492.29,US Dollar,ACH,0
2022-01-01 15:31:00,16,ACC_00175,22,ACC2_00067,3880.04,Yuan,351.41,Yuan,Cheque,0
2022-01-02 19:29:00,11,ACC_00051,27,ACC2_00052,1385.27,US Dollar,1042.97,US Dollar,Credit Card,0
2022-01-01 12:36:00,17,ACC_00028,45,ACC2_00158,574.08,Euro,299.75,Euro,ACH,0
2022-01-03 08:29:00,15,ACC_00099,49,ACC2_00120,402.25,US Dollar,1045.5,US Dollar,Cheque,0
2022-01-01 11:10:00,43,ACC_00189,14,ACC2_00096,497.51,Euro,97.94,Euro,ACH,0
2022-01-01 01:27:00,17,ACC_00171,45,ACC2_00161,1669.79,Yuan,802.9,US Dollar,Credit Card,1
2022-01-03 01:13:00,25,ACC_00110,20,ACC2_00142,9139.57,Euro,2637.62,Yuan,Reinvestment,0
2022-01-01 12:13:00,30,ACC_00086,21,ACC2_00185,39.94,US Dollar,2548.93,Yuan,Credit Card,0
2022-01-02 22:11:00,47,ACC_00078,35,ACC2_00123,1357.25,Yuan,701.93,US Dollar,Reinvestment,0
2022-01-01 08:58:00,10,ACC_00168,37,ACC2_00044,942.67,Euro,605.26,Yuan,Cheque,0
2022-01-01 13:14:00,45,ACC_00031,12,ACC2_00154,373.51,Euro,2285.46,Euro,Cheque,0
2022-01-01 20:22:00,10,ACC_00034,10,ACC2_00029,396.4,US Dollar,2585.54,Euro,Wire,0
2022-01-03 11:44:00,38,ACC_00117,37,ACC2_00133,454.96,Yuan,5670.57,Euro,Reinvestment,0
2022-01-01 06:22:00,49,ACC_00172,34,ACC2_00089,1034.27,Euro,385.8,US Dollar,Wire,1
2022-01-01 20:25:00,34,ACC_00062,28,ACC2_00005,820.11,Euro,133.36,Yuan,ACH,0
2022-01-03 08:54:00,12,ACC_00103,45,ACC2_00190,888.88,US Dollar,91.85,Yuan,Cheque,0
2022-01-02 04:58:00,38,ACC_00180,35,ACC2_00034,414.26,Euro,1258.32,Euro,Cheque,0
2022-01-01 19:52:00,10,ACC_00037,35,ACC2_00120,334.26,US Dollar,2255.2,Euro,Wire,0
2022-01-02 05:16:00,15,ACC_00123,18,ACC2_00020,203.58,Euro,136.99,Yuan,Cheque,0
2022-01-02 15:10:00,38,ACC_00016,38,ACC2_00174,332.52,US Dollar,2368.89,US Dollar,ACH,0
2022-01-02 12:58:00,44,ACC_00179,30,ACC2_00158,714.72,US Dollar,1579.58,Yuan,ACH,0
2022-01-01 19:24:00,15,ACC_00174,33,ACC2_00013,923.69,US Dollar,1310.95,US Dollar,Credit Card,0
2022-01-03 10:39:00,48,ACC_00021,37,ACC2_00086,376.89,US Dollar,679.67,US Dollar,Cheque,0
2022-01-03 04:30:00,17,ACC_00004,28,ACC2_00062,23.37,Euro,1822.91,Yuan,Cheque,0
2022-01-01 17:09:00,36,ACC_00194,42,ACC2_00039,214.9,Euro,682.54,US Dollar,Cheque,0
2022-01-02 20:30:00,40,ACC_00145,16,ACC2_00111,735.44,Euro,2053.69,US Dollar,Wire,0
2022-01-02 19:05:00,21,ACC_00032,12,ACC2_00193,802.3,US Dollar,1404.85,Yuan,ACH,0
2022-01-02 19:51:00,18,ACC_00191,29,ACC2_00174,298.37,Yuan,5023.22,Yuan,Credit Card,0
2022-01-01 09:35:00,45,ACC_00077,37,ACC2_00139,806.94,Yuan,848.02,Yuan,ACH,0
2022-01-02 09:24:00,48,ACC_00148,13,ACC2_00029,1928.52,Euro,668.49,Euro,ACH,0
2022-01-02 12:36:00,31,ACC_00006,42,ACC2_00072,562.47,US Dollar,37.3,US Dollar,Wire,0
2022-01-02 23:07:00,32,ACC_00192,43,ACC2_00017,2192.04,US Dollar,1705.06,Yuan,Cheque,0
2022-01-03 10:15:00,46,ACC_00101,45,ACC2_00158,220.61,Yuan,476.23,Euro,Credit Card,0
2022-01-01 02:31:00,10,ACC_00182,27,ACC2_00138,608.67,Yuan,309.88,Euro,Reinvestment,0
2022-01-01 18:13:00,17,ACC_00060,47,ACC2_00170,1048.47,US Dollar,5671.34,US Dollar,Wire,0
2022-01-01 01:55:00,35,ACC_00169,46,ACC2_00007,72.61,Euro,240.1,US Dollar,Credit Card,1
2022-01-03 06:14:00,38,ACC_00122,19,ACC2_00039,1132.0,Yuan,110.01,Yuan,Reinvestment,0
2022-01-02 16:12:00,29,ACC_00098,15,ACC2_00136,2720.32,Yuan,452.86,US Dollar,Credit Card,0
2022-01-03 06:33:00,43,ACC_00058,37,ACC2_00162,3212.7,Euro,68.26,Yuan,Wire,0
2022-01-01 16:16:00,49,ACC_00119,28,ACC2_00187,15.84,US Dollar,203.94,Euro,ACH,0
2022-01-01 23:33:00,49,ACC_00096,34,ACC2_00105,1143.37,Yuan,81.63,US Dollar,Credit Card,0
2022-01-03 02:32:00,46,ACC_00077,28,ACC2_00189,407.75,Yuan,575.74,US Dollar,Credit Card,0
2022-01-01 14:34:00,20,ACC_00005,43,ACC2_00054,1378.54,Euro,415.77,Euro,Cheque,0
2022-01-02 21:04:00,42,ACC_00131,30,ACC2_00167,3149.45,Euro,793.34,US Dollar,Reinvestment,0
2022-01-01 16:45:00,10,ACC_00058,23,ACC2_00022,315.31,Euro,44.44,Yuan,Reinvestment,0
2022-01-01 05:18:00,36,ACC_00158,29,ACC2_00170,1639.65,Yuan,1263.37,Euro,Cheque,0
2022-01-03 02:14:00,21,ACC_00112,34,ACC2_00109,1299.88,Euro,1224.18,Yuan,Credit Card,0
2022-01-02 21:27:00,48,ACC_00100,38,ACC2_00014,430.56,US Dollar,2184.67,Euro,Wire,0
2022-01-03 10:59:00,31,ACC_00006,26,ACC2_00151,68.16,Yuan,1071.64,Yuan,Wire,0
2022-01-02 20:54:00,43,ACC_00090,46,ACC2_00081,158.91,Euro,193.51,Yuan,Credit Card,0
2022-01-02 22:59:00,13,ACC_00107,40,ACC2_00145,131.57,US Dollar,1155.73,US Dollar,ACH,0
2022-01-02 02:18:00,39,ACC_00153,48,ACC2_00120,1734.94,Euro,493.52,Euro,Credit Card,0
2022-01-02 16:42:00,40,ACC_00166,44,ACC2_00184,210.45,US Dollar,406.74,Yuan,ACH,0
2022-01-01 09:27:00,47,ACC_00167,20,ACC2_00017,647.62,Euro,1549.8,Yuan,ACH,0
2022-01-02 06:35:00,43,ACC_00022,35,ACC2_00198,56.93,Yuan,487.2,US Dollar,Cheque,0
2022-01-01 14:17:00,12,ACC_00112,29,ACC2_00040,81.02,US Dollar,5308.72,US Dollar,Wire,0
2022-01-02 05:14:00,37,ACC_00011,40,ACC2_00016,535.07,Euro,926.08,US Dollar,Wire,0
2022-01-02 18:25:00,30,ACC_00023,27,ACC2_00120,400.99,Euro,3142.52,Yuan,Reinvestment,0
2022-01-02 03:01:00,20,ACC_00078,45,ACC2_00167,501.28,Yuan,1637.76,US Dollar,Wire,0
2022-01-01 08:27:00,30,ACC_00060,14,ACC2_00064,2072.92,Euro,487.05,US Dollar,ACH,0
2022-01-03 14:12:00,25,ACC_00159,17,ACC2_00178,4473.31,Euro,1260.14,Yuan,Wire,0
2022-01-03 09:33:00,33,ACC_00125,14,ACC2_00157,276.83,Yuan,1110.6,Euro,Credit Card,0
2022-01-03 00:23:00,21,ACC_00112,17,ACC2_00098,522.84,Yuan,60.26,Yuan,ACH,0
2022-01-03 08:42:00,45,ACC_00076,38,ACC2_00193,800.72,US Dollar,3133.15,Euro,Cheque,0
2022-01-01 03:42:00,32,ACC_00044,32,ACC2_00104,307.17,Yuan,846.91,Yuan,Reinvestment,0
2022-01-02 19:26:00,49,ACC_00115,44,ACC2_00037,112.08,Yuan,772.79,Euro,Wire,0
2022-01-01 09:54:00,21,ACC_00134,48,ACC2_00066,126.33,Euro,1333.28,Euro,Wire,0
2022-01-02 21:00:00,35,ACC_00092,47,ACC2_00083,309.87,US Dollar,251.07,Euro,Cheque,0
2022-01-03 08:03:00,23,ACC_00167,29,ACC2_00031,22.39,Yuan,192.61,Yuan,ACH,0
2022-01-01 01:13:00,35,ACC_00071,22,ACC2_00141,684.24,US Dollar,535.09,Euro,Reinvestment,0
2022-01-02 17:35:00,48,ACC_00181,11,ACC2_00140,313.36,Euro,4050.58,Euro,Reinvestment,0
2022-01-01 21:03:00,32,ACC_00068,32,ACC2_00076,1731.5,US Dollar,1482.51,Yuan,ACH,0
2022-01-02 04:17:00,30,ACC_00066,19,ACC2_00141,694.88,Yuan,1365.24,Yuan,Wire,0
2022-01-02 20:51:00,18,ACC_00155,25,ACC2_00073,266.08,Euro,512.27,US Dollar,Wire,0
2022-01-02 10:27:00,43,ACC_00048,20,ACC2_00191,1060.05,Euro,120.16,US Dollar,ACH,0
2022-01-01 20:26:00,48,ACC_00118,46,ACC2_00110,1154.98,US Dollar,680.8,US Dollar,Credit Card,0
2022-01-03 00:54:00,38,ACC_00051,32,ACC2_00102,2174.47,US Dollar,580.47,Yuan,ACH,0
2022-01-03 02:57:00,20,ACC_00007,40,ACC2_00087,426.6,US Dollar,96.9,Yuan,ACH,0
2022-01-03 16:13:00,19,ACC_00002,25,ACC2_00193,761.73,US Dollar,266.01,US Dollar,Wire,0
2022-01-01 21:12:00,17,ACC_00083,40,ACC2_00062,231.1,Euro,103.25,Yuan,Cheque,0
2022-01-01 09:17:00,29,ACC_00089,33,ACC2_00027,210.22,US Dollar,245.16,Yuan,Reinvestment,0
2022-01-02 15:58:00,21,ACC_00013,10,ACC2_00019,599.56,Euro,518.15,US Dollar,Reinvestment,0
2022-01-01 00:06:00,28,ACC_00141,38,ACC2_00166,448.56,US Dollar,45.32,US Dollar,ACH,0
2022-01-02 07:09:00,35,ACC_00063,18,ACC2_00088,1639.81,Euro,1020.72,US Dollar,Reinvestment,0
2022-01-01 19:47:00,26,ACC_00014,21,ACC2_00161,1189.54,Euro,2143.33,Yuan,Reinvestment,0
2022-01-01 16:19:00,17,ACC_00063,48,ACC2_00129,844.78,US Dollar,54.81,Yuan,Reinvestment,0
2022-01-03 03:45:00,20,ACC_00112,35,ACC2_00085,664.98,Euro,1601.04,Euro,Wire,0
2022-01-02 00:36:00,36,ACC_00069,20,ACC2_00048,586.41,US Dollar,226.81,US Dollar,Reinvestment,1
